FID,NAME,ADDRESS,STATE,ZIP,LAT,LONG,CAFO_TYPE,CAFO_SUBTY,SIS_CODE,E_AU,MANURE_AMT,E_MANURE_A,T_MANURE_A,NOTE,Geo_note,x,y
267,VANDER HORST ENTERPRISES LLC,14065 COUNTY ROAD 355 DUBLIN,TX,76446,32.176666,-98.441111,Dairy cattle,CATTLE (Dairy);,SIS0241, ,6990, ,6990, , ,-10958415,3786524
268,360 AG MANAGEMENT LLC,14065 COUNTY ROAD 355 DUBLIN,TX,76446,32.176666,-98.441111,Dairy cattle,CATTLE (Dairy);,SIS0241, ,6990, ,6990, , ,-10958415,3786524
269,VANDER HORST ENTERPRISES LLC,3644 COUNTY ROAD 368 DUBLIN,TX,76446,32.201944,-98.445,Dairy cattle,CATTLE (Dairy);,SIS0241, ,33557, ,33557, , ,-10958848,3789849
270,360 AG MANAGEMENT LLC,3644 COUNTY ROAD 368 DUBLIN,TX,76446,32.201944,-98.445,Dairy cattle,CATTLE (Dairy);,SIS0241, ,33557, ,33557, , ,-10958848,3789849
271,VANDER HORST ENTERPRISES LLC,9715 FM 2156 DUBLIN,TX,76446,32.1375,-98.425555,Dairy cattle,CATTLE (Dairy);,SIS0241, ,13324, ,13324, , ,-10956684,3781374
272,360 AG MANAGEMENT LLC,9715 FM 2156 DUBLIN,TX,76446,32.1375,-98.425555,Dairy cattle,CATTLE (Dairy);,SIS0241, ,13324, ,13324, , ,-10956684,3781374
273,VANDER HORST ENTERPRISES LLC,16495 N FM 219 DUBLIN,TX,76446,32.205666,-98.3715,Dairy cattle,CATTLE (Dairy);,SIS0241, ,16425, ,16425, , ,-10950666,3790339
274,360 AG MANAGEMENT LLC,16495 N FM 219 DUBLIN,TX,76446,32.205666,-98.3715,Dairy cattle,CATTLE (Dairy);,SIS0241, ,16425, ,16425, , ,-10950666,3790339
275,"JONES, STANLEY RAY",14527 N COUNTY ROAD 3700 IDALOU,TX,79329,33.76131,-101.61763,Dairy cattle,CATTLE (Dairy);,SIS0241, ,10366, ,10366, , ,-11312024,3996797
276,BLUE SKY FARMS LLC,14527 N COUNTY ROAD 3700 IDALOU,TX,79329,33.76131,-101.61763,Dairy cattle,CATTLE (Dairy);,SIS0241, ,10366, ,10366, , ,-11312024,3996797
277,"VANDERLEI, KORNELIS WILT","1220 Co Rd 182, Amherst, TX 79312, USA",TX,79312,34.087029,-102.415799,Dairy cattle,CATTLE (Dairy);,SIS0241, ,36026, ,36026, , ,-11400876,4040495
278,"VANDERLEI, PIERTSJE DEBOER","1220 Co Rd 182, Amherst, TX 79312, USA",TX,79312,34.087029,-102.415799,Dairy cattle,CATTLE (Dairy);,SIS0241, ,36026, ,36026, , ,-11400876,4040495
279,B&B LANTING DAIRY LLC,776 PRIVATE ROAD 1371 DUBLIN,TX,76446,32.022916,-98.35325,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3718, ,3718, , ,-10948783,3765682
280,360 AG MANAGEMENT LLC,7206 COUNTY ROAD 344 DUBLIN,TX,76446,32.115,-98.446,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2629, ,2629, , ,-10958642,3778516
281,"JONES, JENNADINE",7206 COUNTY ROAD 344 DUBLIN,TX,76446,32.115,-98.446,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2629, ,2629, , ,-10958642,3778516
282,"MCCOY, STEVE DALE",7075 COUNTY ROAD 180 STEPHENVILLE,TX,76401,32.252777,-98.106388,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1878, ,1878, , ,-10921154,3796538
283,EXUM FARMS LLC,"FM281, Dalhart, TX 79022, USA",TX,79013,36.023888,-102.176111,Dairy cattle,CATTLE (Dairy);,SIS0241, ,222674, ,222674, , ,-11410086,4306243
284,UNITED AG LLC,677 COUNTY ROAD 20 PLAINVIEW,TX,79032,34.283888,-101.98083,Dairy cattle,CATTLE (Dairy);,SIS0241, ,34936, ,34936, , ,-11352455,4066986
285,"HINTON, TREY","2411 County Rd 3511, Sulphur Springs",TX,75482,33.042222,-95.56,Dairy cattle,CATTLE (Dairy);,SIS0241, ,218, ,218, , ,-10635269,3923666
286,LINDEL FARMS LLC,8540 LINDEL DAIRY RD PAMPA,TX,79065,35.514833,-100.65233,Dairy cattle,CATTLE (Dairy);,SIS0241, ,57761, ,57761, ,Relocated,-11239812,4234810
287,RUNWAY DAIRY LLC,8540 LINDEL DAIRY RD PAMPA,TX,79065,35.514833,-100.65233,Dairy cattle,CATTLE (Dairy);,SIS0241, ,57761, ,57761, ,Relocated,-11239812,4234810
288,"SCHAAP, EDDIE SIDNEY","4505 Grenada Rd, Hereford, TX 79045, USA",TX,79045,34.951175,-102.469996,Dairy cattle,CATTLE (Dairy);,SIS0241, ,24090, ,24090, , ,-11407472,4155760
289,CLOWDUS DAIRY LLC,135 COUNTY ROAD 530 EVANT,TX,76525,31.485,-98.295277,Dairy cattle,CATTLE (Dairy);,SIS0241, ,11315, ,11315, , ,-10942181,3695898
290,NATURAL HARVEST DAIRY LLC,"Farwell, TX 79325, USA",TX,79325,34.404166,-102.916944,Dairy cattle,CATTLE (Dairy);,SIS0241, ,13542, ,13542, , ,-11456663,4083202
291,CBJ FARMS,2751 FM 1055 DIMMITT,TX,79031,34.352222,-102.399722,Dairy cattle,CATTLE (Dairy);,SIS0241, ,31821, ,31821, , ,-11399086,4076196
292,"SPYKSMA, JOHN CHADLEY",2751 FM 1055 DIMMITT,TX,79031,34.352222,-102.399722,Dairy cattle,CATTLE (Dairy);,SIS0241, ,31821, ,31821, , ,-11399086,4076196
293,"SPYKSMA, JOHN RICHARD",2751 FM 1055 DIMMITT,TX,79031,34.352222,-102.399722,Dairy cattle,CATTLE (Dairy);,SIS0241, ,31821, ,31821, , ,-11399086,4076196
294,JOHN C SPYKSMA REVOCABLE TRUST,2751 FM 1055 DIMMITT,TX,79031,34.352222,-102.399722,Dairy cattle,CATTLE (Dairy);,SIS0241, ,31821, ,31821, , ,-11399086,4076196
295,A & K ALAMO 2015 TRUST,10555 COUNTY ROAD 44 HARTLEY,TX,79044,35.826111,-102.31,Dairy cattle,CATTLE (Dairy);,SIS0241, ,72270, ,72270, , ,-11389098,4276722
296,"ALAMO, KARYN MARIE",10555 COUNTY ROAD 44 HARTLEY,TX,79044,35.826111,-102.31,Dairy cattle,CATTLE (Dairy);,SIS0241, ,72270, ,72270, , ,-11389098,4276722
297,"ALAMO, ANTHONY",10555 COUNTY ROAD 44 HARTLEY,TX,79044,35.826111,-102.31,Dairy cattle,CATTLE (Dairy);,SIS0241, ,72270, ,72270, , ,-11389098,4276722
298,MORNING STAR DAIRY LLC,"620 FM694, Dalhart, TX 79022, USA",TX,79022,36.0356,-102.651755,Dairy cattle,CATTLE (Dairy);,SIS0241, ,56013, ,56013, , ,-11427142,4305522
299,CONSOLIDATED DAIRY MANAGEMENT LLC,3870 CR R HARTLEY,TX,79044,35.806666,-102.38972,Dairy cattle,CATTLE (Dairy);,SIS0241, ,14899, ,14899, , ,-11398433,4274830
300,FRIENDSHIP DAIRIES,3590 COUNTY ROAD H # 12 HEREFORD,TX,79045,34.909444,-102.43861,Dairy cattle,CATTLE (Dairy);,SIS0241, ,22466, ,22466, ,Relocated,-11401649,4137647
301,FRIENDSHIP DAIRIES,3637 COUNTY ROAD 12 HEREFORD,TX,79045,34.913888,-102.415,Dairy cattle,CATTLE (Dairy);,SIS0241, ,9198, ,9198, , ,-11400787,4152186
302,"WHALEY, JORDAN DAVID",12269 FM 1702 DUBLIN,TX,76446,31.988055,-98.32,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3011, ,3011, , ,-10944933,3761743
303,DAVID AND KATHY WHALEY FAMILY TRUST,12269 FM 1702 DUBLIN,TX,76446,31.988055,-98.32,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3011, ,3011, , ,-10944933,3761743
304,"WHALEY, DAVID CLARK",12269 FM 1702 DUBLIN,TX,76446,31.988055,-98.32,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3011, ,3011, , ,-10944933,3761743
305,"WHALEY, KATHY LYNN",12269 FM 1702 DUBLIN,TX,76446,31.988055,-98.32,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3011, ,3011, , ,-10944933,3761743
306,"ZIJLSTRA, JELLE",9112 COUNTY ROAD 913 GODLEY,TX,76044,32.478055,-97.549722,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2625, ,2625, , ,-10858474,3826341
307,"ODOWD, TONI DIANNE",9112 COUNTY ROAD 913 GODLEY,TX,76044,32.478055,-97.549722,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2625, ,2625, , ,-10858474,3826341
308,TORNADO DAIRY LLC,12501 HIGHWAY 36 COMANCHE,TX,76442,31.886111,-98.528888,Dairy cattle,CATTLE (Dairy);,SIS0241, ,4883, ,4883, , ,-10968187,3748371
309,DUTCH HARVEST DAIRY LLC,12501 HIGHWAY 36 COMANCHE,TX,76442,31.886111,-98.528888,Dairy cattle,CATTLE (Dairy);,SIS0241, ,4883, ,4883, , ,-10968187,3748371
310,TORNADO DAIRY LLC,501 COUNTY ROAD 312 COMANCHE,TX,76442,31.90219,-98.52021,Dairy cattle,CATTLE (Dairy);,SIS0241, ,5577, ,5577, , ,-10967220,3750479
311,A&E DAIRY LLC,501 COUNTY ROAD 312 COMANCHE,TX,76442,31.90219,-98.52021,Dairy cattle,CATTLE (Dairy);,SIS0241, ,5577, ,5577, , ,-10967220,3750479
312,PETE VANDERHAM DAIRY INC,4860 US HIGHWAY 385 HEREFORD,TX,79045,34.8972,-102.3997,Dairy cattle,CATTLE (Dairy);,SIS0241, ,17811, ,17811, , ,-11399083,4149921
313,"SCHAAP, EDDIE SIDNEY",4860 US HIGHWAY 385 HEREFORD,TX,79045,34.8972,-102.3997,Dairy cattle,CATTLE (Dairy);,SIS0241, ,17811, ,17811, , ,-11399083,4149921
314,"SCHOUTEN, JOSEPH ANTHONY",1702 COUNTY ROAD 394 DUBLIN,TX,76446,32.223,-98.413166,Dairy cattle,CATTLE (Dairy);,SIS0241, ,5066, ,5066, , ,-10953435,3791936
315,"GAMBLIN, WALTER LAMOND",560 COUNTY ROAD 2325 COMO,TX,75431,33.058055,-95.504444,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2438, ,2438, , ,-10631507,3903013
316,"VAN DER JAGT, ADRIAAN",560 COUNTY ROAD 2325 COMO,TX,75431,33.058055,-95.504444,Dairy cattle,CATTLE (Dairy);,SIS0241, ,2438, ,2438, , ,-10631507,3903013
317,"CANO, EMILIO CHAVEZ",215 PRIVATE ROAD 3921 MILES,TX,76861,31.641944,-100.2325,Dairy cattle,CATTLE (Dairy);,SIS0241, ,16902, ,16902, , ,-11157832,3716402
318,"Pine Island Dairy, Inc.",6700 SE Pine Island Rd Arcadia,FL,34974,27.100136,-81.767928,Dairy cattle,CATTLE (Dairy);,SIS0241, ,33059, ,33059, , ,-9102364,3135989
319,North Florida Holsteins West,3740 SW 10th Street Bell,FL,32619,29.72292,-82.853384,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3619.73, ,3619.73, , ,-9223197,3467984
320,Alliance Branford LLC,2780 NW County Road 138 Branford,FL,32693,29.893521,-82.855571,Dairy cattle,CATTLE (Dairy);,SIS0241, ,6493, ,6493, , ,-9223440,3489871
321,Grassy Bell Dairy,2301 SW 32nd Place Bell,FL,32693,29.686667,-82.835833,Dairy cattle,CATTLE (Dairy);,SIS0241, ,3678, ,3678, , ,-9221243,3463338
322,"North Florida Holsteins, LLC",2740 County Road 232 Bell,FL,32619,29.72292,-82.853384,Dairy cattle,CATTLE (Dairy);,SIS0241, ,11415.29, ,11415.29, , ,-9223197,3467984
323,Piedmont Dairy,U.S. 129 Trenton,FL,32693,29.647108,-82.823159,Dairy cattle,CATTLE (Dairy);,SIS0241, ,11955, ,11955, , ,-9219832,3458270
324,Graham Farms,PO Box 1108 Moore Haven,FL,33471,26.861125,-81.218247,Dairy cattle,CATTLE (Dairy);,SIS0241, ,180, ,180, , ,-9041174,3106132
325,"Crewsville Dairy, Inc",8621 Ten Mile Grade Zolfo Springs,FL,34974,27.36238,-81.66176,Dairy cattle,CATTLE (Dairy);,SIS0241, ,31423, ,31423, , ,-9090546,3168820
326,"Kelly Nickerson, Vice President",7160 E. County Line Rd. Wauchula,FL,33873,27.646648,-81.707199,Dairy cattle,CATTLE (Dairy);,SIS0241, ,37225, ,37225, , ,-9098783,3203855
327,C.R. Melear Corporation,274 Barn 1 Rd Zolfo Springs,FL,33890,27.590698,-81.58996,Dairy cattle,CATTLE (Dairy);,SIS0241, ,60645, ,60645, , ,-9082553,3197468
328,"Nickerson Cattle Company, LLC",9060 Ten Mile Grade Zolfo Springs,FL,33890,27.4932867,-81.7981047,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0, ,0, ,Relocated,-9086872,3166164
329,"V & W Farms, Inc.",8798 Hwy 64 East Zolfo Springs,FL,33826,27.588724,-81.589911,Dairy cattle,CATTLE (Dairy);,SIS0241, ,14135, ,14135, , ,-9082548,3197220
330,"Nickerson Bar III, LLC",3206 Steve Roberts Special Zolfo Springs,FL,33890,27.50049,-81.71407,Dairy cattle,CATTLE (Dairy);,SIS0241, ,24323, ,24323, , ,-9096369,3186142
331,"Bishop Brothers Dairy, Inc.",2300 Bishop Dairy Rd Sebring,FL,33870,27.47729,-81.26421,Dairy cattle,CATTLE (Dairy);,SIS0241, ,56.5, ,56.5, , ,-9046291,3183231
332,"Butler Oaks Farm, Inc.",172 Shady Oaks Ln Lorida,FL,33857,27.29513,-81.029221,Dairy cattle,CATTLE (Dairy);,SIS0241, ,5082, ,5082, , ,-9020132,3160394
333,"Goolsby, Inc. (DBA Triple G Dairy)",2175 Triple G Rd Sebring,FL,33870,27.5294,-81.35489,Dairy cattle,CATTLE (Dairy);,SIS0241, ,49971.64, ,49971.64, , ,-9056385,3189771
334,"Wabasso Road Dairy, Inc.",2903 County Road 64 E Avon Park,FL,33825,27.59918,-81.45265,Dairy cattle,CATTLE (Dairy);,SIS0241, ,51925, ,51925, , ,-9067268,3198534
335,Jeffco Dairy,622 Milky Way Greenville,FL,31643,30.615743,-83.639713,Dairy cattle,CATTLE (Dairy);,SIS0241, ,20900, ,20900, , ,-9310731,3582947
336,"Walker & Sons Farms, Inc",2349 Ashville Hwy Monticello,FL,32344,30.559589,-83.816328,Dairy cattle,CATTLE (Dairy);,SIS0241, ,560, ,560, , ,-9330391,3575685
337,"Walker & Sons Farms, Inc",CR 259 Monticello,FL,32344,30.463447,-83.927102,Dairy cattle,CATTLE (Dairy);,SIS0241, ,48, ,48, , ,-9342723,3563263
338,Lafayete Dairy LLC,559 SW Lincoln Rd Mayo,FL,34972,30.07119,-83.21955,Dairy cattle,CATTLE (Dairy);,SIS0241, ,1670, ,1670, , ,-9263958,3512705
339,Alliance Dairies,4951 NW 170th St Trenton,FL,32693,29.57667,-82.85243,Dairy cattle,CATTLE (Dairy);,SIS0241, ,28713, ,28713, , ,-9223554,3450210
340,Southpoint Dairy,6250 NW 82nd Ct Chiefland,FL,32693,29.41671,-82.90961,Dairy cattle,CATTLE (Dairy);,SIS0241, ,18655, ,18655, , ,-9229456,3428792
341,Full Circle Dairy,1479 SE Winquepin St Lee,FL,32059,30.305724,-83.304594,Dairy cattle,CATTLE (Dairy);,SIS0241, ,28470, ,28470, , ,-9273425,3542909
342,Cameron Dakin Dairy,41000 State Road 70 East Myakka City,FL,34251,27.379576,-82.227721,Dairy cattle,CATTLE (Dairy);,SIS0241, ,38000, ,38000, , ,-9153548,3170976
343,"Farren Dakin Dairy, LLC",40102 SR 70 Myakka City,FL,34251,27.318166,-82.133822,Dairy cattle,CATTLE (Dairy);,SIS0241, ,8329, ,8329, , ,-9143096,3163280
344,Jerry Dakin Dairy,30771 Betts Road Myakka City,FL,34251,27.363192,-82.229643,Dairy cattle,CATTLE (Dairy);,SIS0241, ,9716, ,9716, , ,-9153762,3168922
345,"Family Tree Enterprises Limited Partnership, LLLP",22800 NW 160th Drive Okeechobee,FL,34972,27.403986,-81.059611,Dairy cattle,CATTLE (Dairy);,SIS0241, ,25982, ,25982, , ,-9023515,3174036
346,"Burnham Farms, Inc.",5431 NE 304th St Okeechobee,FL,34972,27.51533,-80.77001,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0, ,0, , ,-8991277,3188005
347,"C & M Rucks Dairy, Inc.",22400 NW 144th Ave Okeechobee,FL,34974,27.44985,-80.96611,Dairy cattle,CATTLE (Dairy);,SIS0241, ,36500, ,36500, , ,-9013106,3179789
348,"Davie Dairy, Inc",3105 NE 128th Ave Okeechobee,FL,34974,27.267591,-80.697581,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0, ,0, , ,-8983214,3156944
349,"H W Rucks And Son Dairy, Inc.",17510 NW 32nd Terrace Okeechobee,FL,34973,27.40532,-80.85208,Dairy cattle,CATTLE (Dairy);,SIS0241, ,22889, ,22889, , ,-9000413,3174204
350,"H W Rucks And Son Dairy, Inc.",15780 NE 1st Way Okeechobee,FL,34973,27.345498,-80.826621,Dairy cattle,CATTLE (Dairy);,SIS0241, ,28323, ,28323, , ,-8997579,3166705
351,"J.M. Larson, Inc",4517 NE 224th St Okeechobee,FL,34973,27.449219,-80.774557,Dairy cattle,CATTLE (Dairy);,SIS0241, ,9463, ,9463, , ,-8991783,3179709
352,"J.M. Larson, Inc",22900 NE 48th Ave Okeechobee,FL,34973,27.459996,-80.770933,Dairy cattle,CATTLE (Dairy);,SIS0241, ,6313, ,6313, , ,-8991379,3181061
353,Larson Dairy Inc,7650 NE 37th Street Okeechobee,FL,34973,27.279767,-80.753239,Dairy cattle,CATTLE (Dairy);,SIS0241, ,12216, ,12216, , ,-8989410,3158469
354,Larson Dairy Inc,3000 NE 48th Ave Okeechobee,FL,34973,27.271392,-80.772547,Dairy cattle,CATTLE (Dairy);,SIS0241, ,10870, ,10870, , ,-8991559,3157420
355,"McArthur Farms, Inc.",18116 Hwy 441 North Okeechobee,FL,34972,27.441606,-80.810968,Dairy cattle,CATTLE (Dairy);,SIS0241, ,121760, ,121760, , ,-8995929,3177829
356,"McArthur Farms, Inc.",19451 US Hwy 441 Okeechobee,FL,34972,27.441635,-80.81099,Dairy cattle,CATTLE (Dairy);,SIS0241, ,9141, ,9141, , ,-8995929,3177829
357,"Milking R, Inc",6300 Highway 98 North Okeechobee,FL,34972,27.299086,-80.886211,Dairy cattle,CATTLE (Dairy);,SIS0241, ,20045, ,20045, , ,-9004212,3160889
358,PW Bishop,12305 US Highway 98 N Okeechobee,FL,34973,27.356569,-80.966742,Dairy cattle,CATTLE (Dairy);,SIS0241, ,11800, ,11800, , ,-9013177,3168092
359,"Family Tree Enterprises Limited Partnership, LLLP",16010 State Road 70 E Okeechobee,FL,34972,27.236246,-80.992582,Dairy cattle,CATTLE (Dairy);,SIS0241, ,25480, ,25480, , ,-9017364,3152915
360,Shenandoah Dairy,16540  68th Place Live Oak,FL,32060,30.324326,-83.094205,Dairy cattle,CATTLE (Dairy);,SIS0241, ,70251, ,70251, , ,-9250005,3545308
361,Lewis Family Dairy,"173 LEWIS DAIRY ROAD, ASHFORD",AL,36312,31.1742258,-85.3217068,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,281209,281209,179 lb per day-animal, ,-9497969,3655397
363,Cedarcrest Farms,"5138 COUNTY ROAD 51, FAUNSDALE",AL,36738,32.4314777,-87.6620396,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0, ,0,179 lb per day-animal, ,-9758494,3820084
364,"Burden-Childers Farms, Inc","4610 PLEASANT VALLEY ROAD, UNION GROVE",AL,35175,34.398781,-86.6112179,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0, ,0,179 lb per day-animal, ,-9641517,4082476
365,Hidden Valley Dairy Farm,"149 HIDDEN VALLEY ROAD, DANVILLE",AL,35619,32.5023506,-86.4166908,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0, ,0,179 lb per day-animal, ,-9619863,3829435
366,Tioga Way,"374 COUNTY ROAD 5514, TROY",AL,36081,31.7937708,-85.8522859,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0, ,0,179 lb per day-animal, ,-9557033,3736271
367,Hidden Valley Dairy Farm,"149 HIDDEN VALLEY ROAD, DANVILLE",AL,35619,32.5023506,-86.4166908,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0, ,0,179 lb per day-animal, ,-9619863,3829435
368,"Burden-Childers Farms, Inc","4610 PLEASANT VALLEY ROAD, UNION GROVE",AL,35175,34.398781,-86.6112179,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0, ,0,179 lb per day-animal, ,-9641517,4082476
369,Covington Dairy Farm Inc,"3008 S Nc119, Mebane",NC,27302,36.0442,-79.3261,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,53700,53700,179 lb per day-animal, ,-8830541,4306706
370,Triple W Farms,"3545 E Greensboro-Chapel Hill Hwy, Snow Camp",NC,27349,35.9042,-79.3,Dairy cattle,CATTLE (Dairy Heifer);,SIS0241, ,0,10800,10800,54 lb per day-animal, ,-8827636,4287448
371,Triple W Farms,"3545 E Greensboro-Chapel Hill Hwy, Snow Camp",NC,27349,35.9042,-79.3,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,71600,71600,179 lb per day-animal, ,-8827636,4287448
372,Lindley Dairy Inc. Farm,"3159 E Greensboro Chapel Hill Rd, Snow Camp",NC,27349,35.8997,-79.3306,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,40275,40275,179 lb per day-animal, ,-8831042,4286830
373,M. M. Newlin and Sons Dairy Farm,"5249 Thom Rd, Mebane",NC,27302,35.9731,-79.2825,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,21480,21480,179 lb per day-animal, ,-8825688,4296922
374,A.D. and Carlton Williard,"8152 Lindley Mill Rd, Graham",NC,27253,35.8803,-79.3456,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,26850,26850,179 lb per day-animal, ,-8832712,4284164
375,Fogleman Dairy,"9144 Sylvan Rd, Liberty",NC,27298,35.8483,-79.4597,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,59070,59070,179 lb per day-animal, ,-8845414,4279769
376,"Herman Dairy Farm, Inc.","Three Forks Church Rd, Taylorsville",NC,28681,35.933134,-81.209042,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,107400,107400,179 lb per day-animal, ,-9040150,4291426
377,Payne Dairy,"4566 Paul Payne Store Rd, Taylorsville",NC,28681,35.873786,-81.141283,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,89500,89500,179 lb per day-animal, ,-9032607,4283269
378,Alan Smith Dairy Farm,"1210 Smith Farm Rd, Stony Point",NC,28678,35.847885,-81.054686,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,71600,71600,179 lb per day-animal, ,-9022967,4279712
379,Superior Jersey Farm,"1351 Payne Dairy Rd, Taylorsville",NC,28681,35.85,-81.1353,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,98450,98450,179 lb per day-animal, ,-9031941,4280002
380,Cabe Farms,"156 Linker Ln, Stony Point",NC,28678,35.885466,-81.035494,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,71600,71600,179 lb per day-animal, ,-9020830,4284874
381,Reese Dairy Farm,"1975 Church Rd, Taylorsville",NC,28681,35.89547,-81.231917,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,44750,44750,179 lb per day-animal, ,-9042696,4286249
382,Chapman Farms,"280 Chapman Farm Ln, Taylorsville",NC,28681,35.944308,-81.211292,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,44750,44750,179 lb per day-animal, ,-9040400,4292962
383,Glade Creek Dairy Farm,"6774 Glade Valley Rd, Ennice",NC,28623,36.5036,-80.9711,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,71600,71600,179 lb per day-animal, ,-9013662,4370140
384,Gambill Farms,"609 Shiloh Church Rd, Sparta",NC,28675,36.525,-81.175,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,89500,89500,179 lb per day-animal, ,-9036360,4373104
385,Billy Smith Farms Inc,"371 Early Rd, Ennice",NC,28623,36.5475,-81.0067,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,35800,35800,179 lb per day-animal, ,-9017625,4376221
386,Joines Brothers Dairy,"4088 Hwy 221 S, Sparta",NC,28675,36.5086,-81.2258,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,49225,49225,179 lb per day-animal, ,-9042015,4370833
387,Bobby & Alvin Evans Dairy Farm,"3423 Pleasant Home Rd, Sparta",NC,28675,36.5628,-81.0481,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,26850,26850,179 lb per day-animal, ,-9022234,4378342
388,Joines Dairy Farm,"2116 Spicer Mt Rd, Sparta",NC,28675,36.5017,-81.1756,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,23270,23270,179 lb per day-animal, ,-9036427,4369877
389,"Intense Holsteins, LLC","998 NC Hwy 93, Whitehead",NC,28675,36.5383,-81.1883,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,46898,46898,179 lb per day-animal, ,-9037841,4374947
390,Brent Stegall Dairy,"1164 Stegall Rd, Peachland",NC,28133,35.021592,-80.29248,Dairy cattle,CATTLE (Dairy Heifer);,SIS0241, ,0,16200,16200,54 lb per day-animal, ,-8938118,4166817
391,White Rock Farms Dairy,"1474 Jo Pennie Rd, Peachland",NC,28133,34.8156,-80.2464,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,125300,125300,179 lb per day-animal, ,-8932989,4138851
392,T&C Dairy,"440 Lower Brush Creek Rd, Fletcher",NC,28732,35.4764,-82.4347,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,53700,53700,179 lb per day-animal, ,-9176589,4228813
393,Aubrey N. Wells Farm,"290 Willow Creek Rd, Leicester",NC,28748,35.6472,-82.8222,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,31325,31325,179 lb per day-animal, ,-9219726,4252186
394,Lyndel Farm,"90 Bonham Rd, Arden",NC,28704,35.4558,-82.5947,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,35800,35800,179 lb per day-animal, ,-9194400,4225997
395,"Mountain Woodlands, LLC Dairy","29 Wilson Rd, Fairview",NC,28730,35.5119,-82.3781,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,46540,46540,179 lb per day-animal, ,-9170289,4233667
396,George L. Pless & Sons Dairy Farm,"5901 Pless Rd, Rockwell",NC,28138,35.5047,-80.4986,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,39380,39380,179 lb per day-animal, ,-8961064,4232682
397,Stepstone Holsteins,"1791 Country Home Rd, Blanch",NC,27212,36.4328,-79.3239,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,35800,35800,179 lb per day-animal, ,-8830296,4360340
398,"John Shumaker Dairy Farm, Inc.","1246 Country Home Rd, Blanch",NC,27212,36.4244,-79.3283,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,35800,35800,179 lb per day-animal, ,-8830786,4359177
399,"S & L Riverside Dairy, L.L.C.","8317 Shull Dairy Rd, Vale",NC,28168,35.5833,-81.4733,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,42065,42065,179 lb per day-animal, ,-9069567,4243435
400,Crawford Dairy,"4085 Crawford Dairy Rd, Chapel Hill",NC,27516,35.8719,-79.2378,Dairy cattle,CATTLE (Dairy);,SIS0241, ,0,31683,31683,179 lb per day-animal, ,-8820712,4283010
401,Lindale Farm,"1156 Moon-Lindley Rd, Snow Camp",NC,27349,35.8133,-79.38,Dairy cattle,CATTLE (Dairy dry cow);,SIS0241, ,0,23375,23375,85 lb per day-animal, ,-8836541,4274963
